time,price,size,brs,title,link,loc
2015-12-28 09:26:00,1895.0,,1.0,MUST SEE  1BR/1BA GOT RENO  HUGE SPACE UTILITIES INCLUDEDHOT LOCATION,/brk/abo/5377310873.html,brk
2015-12-28 09:26:00,1900.0,,2.0,NO FEE NEWLY RENOVATED MASSIVE 2 BED IN CROWN HEIGHTS,/brk/nfb/5377400622.html,brk
2015-12-28 09:25:00,2100.0,,2.0,NO FEE MASSIVE ALL NEW 2 BED JUST STEPS TO PROSPECT PARK,/brk/nfb/5377399893.html,brk
2015-12-28 09:24:00,1800.0,,2.0,GREAT DEAL COMPLETELY RENOVATED LARGE 2 BED STEPS TO PROSPECT PARK,/brk/fee/5377399157.html,brk
2015-12-28 09:24:00,3300.0,,3.0,RIGHT BY FRANKLIN AV  HHW Incl  EASY COMMUTE  Renovated,/brk/abo/5377335706.html,brk
2015-12-28 09:24:00,2410.0,,1.0, 1 Bdrm Apartment Home Balcony Heat Included 2410 ,/brk/abo/5374308253.html,brk
2015-12-28 09:23:00,3199.0,,3.0,Luxurious THREE Bedroom Join The Bushwick Crawl JMZ Trains,/brk/abo/5377306715.html,brk
2015-12-28 09:23:00,3200.0,,4.0,PRIME LOCATION FOR NEWLY RENOVATED 4BR APT WITH A BACKYARD WONT LAST,/brk/fee/5377398058.html,brk
2015-12-28 09:23:00,2700.0,,2.0,HUGETrue 2 BR2 BARENODishwasher,/brk/fee/5377397813.html,brk
2015-12-28 09:23:00,3100.0,,3.0,F A N T A S T I C Exquisite Brand New Really Close to Subway,/brk/abo/5370996370.html,brk
2015-12-28 09:22:00,2100.0,,1.0,SPACIOUS 1 BR APT  Office Space STEPS Away FromL Train  Grand St,/brk/fee/5377396731.html,brk
2015-12-28 09:22:00,1425.0,,2.0,EAST FLATBUSH 34TH STREET AND AVENUE H ONE AND A HALF BDRM,/brk/fee/5377396478.html,brk
2015-12-28 09:22:00,2330.0,,2.0,Let us BLOW YOUR MIND 2330MO for a 2bdrm 2bathroom unit,/brk/abo/5377313250.html,brk
2015-12-28 09:22:00,2300.0,,3.0,INCREDIBLE DEAL FOR 3Br Apt MYRTLE/WYCKOFF LM TRAIN STOP,/brk/fee/5377396050.html,brk
2015-12-28 09:21:00,2200.0,,2.0,SO COZY Exquisite Brand New Really Close to Subway,/brk/abo/5364176192.html,brk
2015-12-28 09:21:00,2400.0,,3.0, 3 BR NO FEE APT ACROSS FROM PARK ASAP MOVE INWOW ,/brk/abo/5339895198.html,brk
2015-12-28 09:21:00,3500.0,,3.0,Wonderful Brand Newly Renovated Greatly Located Apartment,/brk/abo/5364176032.html,brk
2015-12-28 09:20:00,3248.0,,4.0,Huge unit with living room plus dinner room space,/brk/abo/5377322241.html,brk
2015-12-28 09:20:00,2175.0,,1.0,A MUST SEE 1BR /1BATH HIGH END BRAND NEW LUXURY  LAST UNIT,/brk/abo/5377331521.html,brk
2015-12-28 09:20:00,2875.0,,2.0,AMAZING Two BDRM  REST OF THE MONTH IS RENT FREE,/brk/abo/5374307022.html,brk
2015-12-28 09:20:00,1350.0,,1.0,EAST FLATBUSH 34TH STREET AND AVENUE H ONE BDRM,/brk/fee/5377394077.html,brk
2015-12-28 09:19:00,2635.0,,3.0,DONT MISS OUT 3BR HUGE SPACE HIGH END GREAT LOCATIONML TRAIN,/brk/abo/5377326932.html,brk
2015-12-28 09:18:00,1275.0,,2.0,PENNSYLVANIA AVE FIRST MONTH RENT FREE,/brk/fee/5377392434.html,brk
2015-12-28 09:18:00,2195.0,,2.0,SPECIOUS SUNNY 2BR AT A CHARMING BROWNSTONE,/brk/abo/5372017183.html,brk
2015-12-28 09:17:00,2000.0,,2.0,Prime Location2 BEDWay UnderpricedNewly RENO,/brk/fee/5377391316.html,brk
2015-12-28 09:17:00,2600.0,,3.0,Sunny 3 bedroom central air  heat  Laundry in bldg NEW BLDGB.WICK,/brk/abo/5340176575.html,brk
2015-12-28 09:17:00,3650.0,,2.0,Modern 2Br  Steps To C G  S Trains  Spacious Sunny w/Balcony,/brk/abo/5377312238.html,brk
2015-12-28 09:16:00,2210.0,,1.0,1 BED APT. AVAILABLE NOW  ALL UTILITIES INCLUDED,/brk/abo/5374305721.html,brk
2015-12-28 09:16:00,1800.0,,2.0,STEALJust a few Blocks from it allHOT 2BEDWOW,/brk/fee/5377390301.html,brk
2015-12-28 09:16:00,3300.0,,2.0, Beautiful large 2 Bedroom Apartment  with large living room b,/brk/abo/5377325584.html,brk
2015-12-28 09:16:00,1950.0,,1.0,1BDRM LEFFERTS GDNS/ BOTANICAL GARDENS FIRST MONTH RENT FREE,/brk/fee/5377390097.html,brk
2015-12-28 09:16:00,1800.0,,1.0,Edgewood Square Apartments  One Bdrm W/Heat  Hot Water Included 1800,/brk/abo/5377315240.html,brk
2015-12-28 09:16:00,1600.0,,1.0,WOWSTEALPrime LocationSteps to Grand Army PlazaHOT,/brk/fee/5377389743.html,brk
2015-12-28 09:16:00,3000.0,,3.0,Thisis ahumongous apartment With its huge roomsand modernkitchen,/brk/abo/5377332081.html,brk
2015-12-28 09:15:00,2300.0,,1.0,PARK SLOPE 23001 BR   NEW  PRESIDENT ST ,/brk/fee/5377388646.html,brk
2015-12-28 09:15:00,1995.0,,2.0,PRIME PRIME PROSPECT PARKLarge 2 BEDAMAZING,/brk/fee/5377388183.html,brk
2015-12-28 09:14:00,2170.0,,2.0,2170 1000squarefeet in Bay Ridge with HEAT included,/brk/abo/5377329041.html,brk
2015-12-28 09:14:00,1575.0,,1.0,Incredible 1 BEDPrime Prospect ParkHottest Location WOW,/brk/fee/5377387689.html,brk
2015-12-28 09:13:00,2250.0,,3.0,STEALNice 3 BED on Ocean AveSteps to BROOKLYN COLLEGE,/brk/fee/5377386881.html,brk
2015-12-28 09:13:00,2100.0,,3.0,Steal DealAwesome renovated 3 BEDELEVATORWOWNO BROKER FEE,/brk/nfb/5377386456.html,brk
2015-12-28 09:13:00,1605.0,,1.0,THE NICEST Flatbush One BEDROOM YOU WILL SEE,/brk/abo/5377311322.html,brk
2015-12-28 09:12:00,2550.0,,2.0,OUTSTANDING NEWLY RENOVATED 2BR IN PRIME BEDSTUY W/D IN UNIT,/brk/fee/5377385264.html,brk
2015-12-28 09:12:00,2986.0,,2.0,Prime BedfordStuyvesant Dont let this one slip through your fingers,/brk/abo/5377300504.html,brk
2015-12-28 09:11:00,3925.0,,3.0,GORGEOUS SUNNY 3BR/ WD/ 10 MIN TO THE CITY,/brk/abo/5369066685.html,brk
2015-12-28 09:11:00,1975.0,,1.0,Gorgeous one Bedroom Brownstone Apt Big Private BackyardNo FeeWOW,/brk/abo/5346975286.html,brk
2015-12-28 09:10:00,2910.0,,2.0, Welcome Home  Super new Two bdrm for U ,/brk/abo/5377304748.html,brk
2015-12-28 09:10:00,2365.0,,1.0,LOCATION LOCATION LOCATION  MUST SEE,/brk/abo/5377306487.html,brk
2015-12-28 09:09:00,2599.0,,2.0,Charming 2Br Railroad . Large rooms . Separate kitchen . D/W . Sbwys,/brk/abo/5377298592.html,brk
2015-12-28 09:09:00,2705.0,,2.0,WOOF WOOF MEOW MEOW Bring your Pets 2 bdrm 2 Bathroom or 2705Month,/brk/abo/5370827941.html,brk
2015-12-28 09:08:00,2200.0,,3.0,Must see 3br high end aptL trainfirst securityLaundry,/brk/abo/5377322294.html,brk
2015-12-28 09:08:00,2650.0,,1.0,Luxury condo Showing ALL WEEKEND 12/1,/brk/abo/5342170256.html,brk
2015-12-28 09:07:00,2600.0,1500.0,2.0,FABULOUS 2BR BROWNSTONE DUPLEX WITH GARDEN FOR RENT,/brk/fee/5377379836.html,brk
2015-12-28 09:07:00,2525.0,,2.0,Best Price On A 2 Bedroom Call me,/brk/abo/5377317333.html,brk
2015-12-28 09:07:00,2850.0,,1.0,Gorgeous and SUNNY 1 Bed with an Office and Walk in Closet,/brk/abo/5346322631.html,brk
2015-12-28 09:07:00,4210.0,,3.0,GORGEOUS East Williamsburg 3 Bed/1.5 Bath Montrose L.,/brk/abo/5341632825.html,brk
2015-12-28 09:06:00,3999.0,,3.0,COMMUTERS DREAM Steps from Nassau G. OUTDOOR PATIO 3 Bed/1Bath,/brk/abo/5345531228.html,brk
2015-12-28 09:06:00,2850.0,,1.0,SUNDRENCHED Williamsburg Oasis HUGE RR 1bed with OFFICE  Walkin Clo,/brk/abo/5345612311.html,brk
2015-12-28 09:06:00,3599.0,,3.0,Amazing GREENPOINT 3 Bed. Brand New STUNNING,/brk/abo/5369490238.html,brk
2015-12-28 09:06:00,2496.0,,1.0, GORGEOUS 1BR \ Luxury building \ Tons of amenities \ No Fee ,/brk/abo/5377297113.html,brk
2015-12-28 09:06:00,3299.0,,2.0,PRIMO Williamsburg Location Washer and Dryer BIIIG Living room 2bed,/brk/abo/5349171247.html,brk
2015-12-28 09:06:00,2850.0,,1.0,GORGEOUS and SUNNY 1 Bed. HUGE Walk in closet and office MUST SEE,/brk/abo/5349061936.html,brk
2015-12-28 09:06:00,2781.0,,2.0,STUNNING NEW Building. GORGEOUS 2 Beds MUST SEE,/brk/abo/5343463914.html,brk
2015-12-28 09:06:00,3999.0,,3.0,Greenpoint 3 Bed Nassau G outside your door Patio,/brk/abo/5350806038.html,brk
2015-12-28 09:06:00,2350.0,,1.0,Live in PRIME WILLIAMSBURG Gorgeous Exposed Brick 1 Bed. BEAUTiFUL,/brk/abo/5346250110.html,brk
2015-12-28 09:06:00,2750.0,,2.0,Washer/Dryer in UNIT 2 BED/1Bath. STUNNING BRAND NEW,/brk/abo/5345312931.html,brk
2015-12-28 09:06:00,2350.0,,1.0,Marcy JMZ. No Fee GORGEOUS 1 bed. Elevator Building,/brk/abo/5353859454.html,brk
2015-12-28 09:06:00,2350.0,,1.0,Beautiful exposed Brick.Prime Williamsburg 1 BedMarcy JMZ BEDFORD L,/brk/abo/5340769150.html,brk
2015-12-28 09:06:00,3422.0,,3.0,3 Bed BRAND NEW Gorgeous Greenpoint Aparatment Shared Yard. No Fee,/brk/abo/5352197137.html,brk
2015-12-28 09:06:00,2850.0,,1.0,STUNNING 1 Bed/1Bath SUNNY and lots of space Walkin Closet,/brk/abo/5350659343.html,brk
2015-12-28 09:06:00,2750.0,,1.0,INCREDIBLE Greenpoint 1 Bed DO NOT MISS OUT Private Patio. CLOSETS,/brk/abo/5344103373.html,brk
2015-12-28 09:06:00,3999.0,,3.0,Top of McCarren Park Gorgeous 3 Bed. NO FEe Greenpoint,/brk/abo/5353829345.html,brk
2015-12-28 09:06:00,3422.0,,2.0,GREENPOINT Dream Penthouse with 360 Views No FEE. 2 Bed,/brk/abo/5359985113.html,brk
2015-12-28 09:06:00,3999.0,,3.0,Nassau G 3 Bed STUNNING BIG Patio Wash and Dryer In Unit,/brk/abo/5359523593.html,brk
2015-12-28 09:06:00,2250.0,,1.0,East Williamsburg 1 Bed Fully Renovated Gorgeous Apartment No FEE,/brk/abo/5365682992.html,brk
2015-12-28 09:06:00,3499.0,,3.0,3 Equal bedrooms in this 3 bed East Williamsburg Montrose L. NO FEE,/brk/abo/5350211049.html,brk
2015-12-28 09:06:00,2350.0,,1.0,Marcy JMZ. Williamsburg 1 Bed No Fee. GORGEOUS,/brk/abo/5351285662.html,brk
2015-12-28 09:06:00,2399.0,,1.0,Heat and Hot Water Included AWESOME 1 Bed. Prime Williamsburg,/brk/abo/5352182359.html,brk
2015-12-28 09:06:00,1975.0,,1.0,Stuyvesant NY Large One bed unit for rent 1975,/brk/abo/5374302106.html,brk
2015-12-28 09:06:00,3099.0,,1.0,GORGEOUS 1 Bed Montrose L. Luxury elevator Building Fitness Center,/brk/abo/5355410929.html,brk
2015-12-28 09:06:00,2917.0,,1.0,Ridiculous Location in Williamsburg and Stunning ApartmentNo Fee.1bed,/brk/abo/5352171422.html,brk
2015-12-28 09:06:00,2750.0,,2.0,INCREDIBLE New Building No Fee. GORGEOUS 2 beds/1Bath,/brk/abo/5351227439.html,brk
2015-12-28 09:05:00,2850.0,,1.0,HUGE and Beautifully renovated 1Bed. Lorimer L. No Fee. Stunning,/brk/abo/5350959611.html,brk
2015-12-28 09:05:00,3499.0,,2.0,Gorgeous and spacious 2 bed in Prime Williamsburg,/brk/abo/5350853583.html,brk
2015-12-28 09:05:00,1650.0,,1.0,Bang 4 Your BuckDenUtilities IncludedDenRenovated,/brk/abo/5367161492.html,brk
2015-12-28 09:04:00,1800.0,,3.0,RARELY AVAILABLE 3 BR BEDSTUY,/brk/fee/5377376648.html,brk
2015-12-28 09:04:00,1755.0,,1.0,Attractively Updated One Bdrm Apartment Crown Heights,/brk/abo/5377295634.html,brk
2015-12-28 09:02:00,2750.0,,2.0,FALL FOR North Slope Apartments 2BR/2BATHROOM w/ PATIO  W/D COME BY FOR A,/brk/abo/5377299930.html,brk
2015-12-28 09:02:00,3500.0,,3.0,OUTSTANDING 2.5 BR PRIME PROSPECT HEIGHTS/PARK SLOPE AREA FOR RENT,/brk/fee/5377374962.html,brk
2015-12-28 09:02:00,2470.0,,2.0, 2 bdrm/2 bath CONDOMINIUM with POOL ,/brk/abo/5374300818.html,brk
2015-12-28 09:02:00,3195.0,,3.0,PRIME LOCATION/ ALL BRAND NEW CENTRAL AC BALCONY ROOFDECK,/brk/abo/5369013591.html,brk
2015-12-28 09:02:00,2350.0,,1.0, NO FEE  Prewar 1br  Renovated ,/brk/abo/5377304486.html,brk
2015-12-28 09:01:00,2000.0,,2.0,LOVELY BRIGHT 2 BR PRIME BEDSTUY FOR RENT,/brk/fee/5377373416.html,brk
2015-12-28 09:00:00,3100.0,,2.0,PARK SLOPE3100NO FEEAMENITIES  FREE GYM,/brk/nfb/5377372677.html,brk
2015-12-28 08:59:00,3299.0,,3.0,Top 2 Floors  Everything included  Massive space,/brk/abo/5377318150.html,brk
2015-12-28 08:59:00,3100.0,,3.0,3 Bedroom Available,/brk/abo/5370026714.html,brk
2015-12-28 08:59:00,2600.0,,2.0,PARK SLOPE 26002 BR NEW  OUTDOOR SPACE ,/brk/fee/5377371855.html,brk
2015-12-28 08:59:00,1850.0,,2.0,1.5 EOO  Brownsvill,/brk/abo/5362543940.html,brk
2015-12-28 08:59:00,2350.0,,2.0,BEAUTIFUL 2 BDRM APT W/WOOD KITCHEN WOOD FLOORS S/S  BLACK APPL.,/brk/abo/5377307329.html,brk
2015-12-28 08:58:00,1785.0,,1.0,One Bedroom One Bathroom Apt. For Rent In Bedford,/brk/abo/5374299700.html,brk
2015-12-28 08:54:00,2000.0,,1.0,BEAUTIFUL 1 BDRM APT BEING NEWLY RENOVATED W/BRAND NEW KITCHEN,/brk/abo/5377314450.html,brk
2015-12-28 08:52:00,2300.0,,1.0,STELLARLARGE 1.5 BRBRIGHTOPTIMUS PRIME GREENPOINT,/brk/fee/5377364895.html,brk
2015-12-28 08:51:00,2495.0,,3.0,GREAT DEALRENOVATED 3 BRNEXT TO PRATTWONT LAST LONG,/brk/abo/5366067757.html,brk
2015-12-28 08:50:00,2495.0,,3.0,BUSHWICK SUPER MODERN 3 BR APTHIGH ENDGREAT FOR ROOMMATES,/brk/abo/5343733017.html,brk
2015-12-28 08:50:00,2590.0,,3.0,THE 345 TRAIN AMAZING 3BR/1BATH HUGE SPACE IN GREAT LOCATION ACT FAST,/brk/abo/5377307727.html,brk
2015-12-28 08:50:00,2180.0,,1.0,1 Bedroom/1 Bathroom for 2180,/brk/abo/5377303134.html,brk
2015-12-28 08:48:00,1895.0,,1.0,MODERN 1 BR OFF THE ACG TRAINSH/H WATER INCMUST SEE IT,/brk/abo/5365803675.html,brk
2015-12-28 08:48:00,2295.0,,2.0,STATE OF ART 2 BR WITH BACK YARDW/DRYER UNITJMZ TRAINS,/brk/abo/5366080444.html,brk
2015-12-28 08:48:00,1600.0,,2.0,2 bedroom 1 bathroom living and dinning,/brk/abo/5377349443.html,brk
2015-12-28 10:25:00,2195.0,,1.0,1 BEDROOM  Renovated Livein Super Hardwood Floors,/mnh/abo/5377360992.html,mnh
2015-12-28 10:24:00,3150.0,,2.0,Dont be fooled by the others Special Incentives Weve got the ACTUAL BARGA,/mnh/abo/5371034671.html,mnh
2015-12-28 10:21:00,2575.0,,1.0,Looking for the Very Best Value Quiet Comfortable OneBRs,/mnh/abo/5371028770.html,mnh
2015-12-28 10:20:00,2950.0,,1.0,RENT LOWEREDMOVE IN READYNO FEE / BY OWNERRENOVATED 1 BR NOW AVAILABLE,/mnh/abo/5377346825.html,mnh
2015-12-28 10:18:00,2645.0,,1.0,Open 1 Bed ONLY 2645,/mnh/abo/5377386935.html,mnh
2015-12-28 10:18:00,3205.0,,1.0, ENORMOUS 1 BDRM UNIT SEPARATE STAND UP SHOWER IN THE MASTER BATHROOM ,/mnh/abo/5377357731.html,mnh
2015-12-28 10:17:00,1450.0,,1.0,Very Small 1BR for Rent  Immediate Movein  Elevator Bldg 35A,/mnh/abo/5377447169.html,mnh
2015-12-28 10:17:00,2920.0,,2.0,First Floor 2 bed for 2920  Hurry before it is Gone,/mnh/abo/5377378803.html,mnh
2015-12-28 10:17:00,3240.0,,2.0,JUST 1 IS AVAILABLE 2 Bdrm 2 Bath Lower East Side,/mnh/abo/5374354982.html,mnh
2015-12-28 10:16:00,2999.0,,1.0,Oversized 1 Bedroom Includes All The Bells And Whistles,/mnh/abo/5362868046.html,mnh
2015-12-28 10:13:00,2499.0,,1.0,Furnished / Unfurnished.... SEE 5PM...LARGE 1BR.... NO FEE,/mnh/abo/5365414553.html,mnh
2015-12-28 10:13:00,2465.0,,1.0, GRAB THIS OPEN One BEDROOMOne BATHROOM NOW AVAILABLE ,/mnh/abo/5374353092.html,mnh
2015-12-28 10:12:00,2200.0,,1.0,RENOVATED 1 BEDROOM APARTMENT AVAILABLE FOR IMMEDIATE OCCUPANCY,/mnh/abo/5377346331.html,mnh
2015-12-28 10:12:00,2650.0,,1.0,No fee  Charming 1BR/1BA  Doorman building By Times Square,/mnh/abo/5377330733.html,mnh
2015-12-28 10:11:00,2650.0,,1.0,JAMES BONDS vacation homeBalcony Views Laundry,/mnh/fee/5377460897.html,mnh
2015-12-28 10:11:00,2650.0,,1.0,Great Apt in EcoFriendly Bldg Fitness RmPark Playing Field,/mnh/abo/5377460613.html,mnh
2015-12-28 10:10:00,2650.0,,1.0,Beautiful  Large Apt in Doorman Bldg Laundry Facility City Views,/mnh/abo/5377459548.html,mnh
2015-12-28 10:10:00,3500.0,,2.0,Gables Court Apartments  a brand new apartment is waiting for YOU,/mnh/abo/5377371379.html,mnh
2015-12-28 10:08:00,5645.0,994.0,2.0,Stunning Corner 2Bedroom Southern exposure,/mnh/abo/5377403923.html,mnh
2015-12-28 10:08:00,2450.0,,2.0,Inwood  Seaman Avenue  Huge 2BRNew Granite Kitchen ElevatorNo Fee,/mnh/abo/5342235981.html,mnh
2015-12-28 10:07:00,5000.0,1060.0,3.0,NO FEE FLEX 3 BED 2 BATH W/D IN UNIT DOORMAN BLDG,/mnh/abo/5377365824.html,mnh
2015-12-28 10:05:00,2775.0,,2.0, TwoBED TwoBATHROOM APARTMENT HOME OUTFITTED W WOOD PLANK FLOORING ,/mnh/abo/5374349196.html,mnh
2015-12-28 10:01:00,2880.0,,1.0, 1BEDROOM 1BATHROOM APARTMENT OUTFITTED W WOOD PLANK FLOORING ,/mnh/abo/5374347271.html,mnh
2015-12-28 10:01:00,3295.0,,1.0,NEW REMODELED Big 1 Bedroom  GUT RENOVATED  Elevator  Lndry,/mnh/abo/5377362678.html,mnh
2015-12-28 10:00:00,2500.0,1000.0,2.0,2 bed 2 bath home,/mnh/abo/5377416290.html,mnh
2015-12-28 10:00:00,2195.0,,1.0,Sunny 1 BEDROOM APT RENOVATED Separate KIT  Livein SUPER,/mnh/abo/5377363187.html,mnh
2015-12-28 09:58:00,3252.0,,1.0,BIG RENOVATED LUXURY 1BDRM HELLS KITCHEN/MWGYM DRMAN RFDEC,/mnh/nfb/5377443193.html,mnh
2015-12-28 09:58:00,3400.0,660.0,2.0,NO FEE FLEX 1 BED 1 BATH W/D IN UNIT DOORMAN BLDG,/mnh/abo/5377366714.html,mnh
2015-12-28 09:58:00,3210.0,,2.0,Wonderful New Unit Two Bedroom W Garage,/mnh/abo/5374345528.html,mnh
2015-12-28 09:57:00,4900.0,1100.0,2.0,close to central park 2bed/ 1.5 bath W 97 st,/mnh/abo/5336795267.html,mnh
2015-12-28 09:56:00,3530.0,,1.0,Amazing Tower Residences offering Panoramic City  Hudson River View,/mnh/abo/5377351046.html,mnh
2015-12-28 09:55:00,3799.0,800.0,2.0,STUNNING FLEX 2BR IN PRIME CHELSEA LOCATION,/mnh/abo/5377348580.html,mnh
2015-12-28 09:54:00,2300.0,,1.0,1 extra large Bedroom Available,/mnh/abo/5377409752.html,mnh
2015-12-28 09:54:00,4200.0,,1.0,Upper West Side Lux One BR Onsite Pool Valet  Much More,/mnh/abo/5377359229.html,mnh
2015-12-28 09:54:00,2750.0,,1.0,Like to entertain Weve got the perfect 1BR unit for you  Thronblade Park,/mnh/abo/5374343688.html,mnh
2015-12-28 09:53:00,6190.0,1489.0,4.0,CONV 4BDS/2BATHSELEVETOR 51 STW.D IN THE UNITMUST SEE,/mnh/abo/5339819186.html,mnh
2015-12-28 09:53:00,7700.0,2100.0,4.0,HUGE 4 BDS AWESOME T.H APT2 FULL BATHSWASHER AND DRYER,/mnh/abo/5339817413.html,mnh
2015-12-28 09:53:00,5700.0,1489.0,4.0,4BDS/2BATHSELEVETOR 80 STW.D IN THE UNITMUST SEE,/mnh/abo/5339816570.html,mnh
2015-12-28 09:53:00,6490.0,1489.0,4.0,4BDS/2BATHSELEVETOR 80 STW.D IN THE UNITMUST SEE,/mnh/abo/5372427521.html,mnh
2015-12-28 09:53:00,4995.0,,1.0,Fabulous Luxury 1 BR in Excellent Building w/ Amenities  More,/mnh/abo/5377362050.html,mnh
2015-12-28 09:52:00,3500.0,850.0,2.0,Beautiful New Conv 2 Bed  NO FEE  SS Reno  Doorman Building ,/mnh/abo/5373869732.html,mnh
2015-12-28 09:52:00,3895.0,,2.0,No fee  2BA/1BA  24/7staffed lobby  By Central park  City view,/mnh/abo/5377355097.html,mnh
2015-12-28 09:52:00,2644.0,650.0,1.0,Rent Stable Junior 1  Reno  w/ private balcony  Doorman Building,/mnh/abo/5373938931.html,mnh
2015-12-28 09:51:00,4500.0,800.0,2.0,No Fee Two Bedroom Apt in Midtown E across the st from Bloomingdales,/mnh/abo/5377385388.html,mnh
2015-12-28 09:51:00,4990.0,1200.0,3.0,  ELIZABETH 3BR/2 BATHW/D IN THE UNIT,/mnh/abo/5354726883.html,mnh
2015-12-28 09:51:00,3295.0,,1.0,95 Worth St Stainless Kit 24 Hr Doorman/Gym/Roof Deck/Prkng,/mnh/nfb/5377432535.html,mnh
2015-12-28 09:51:00,6000.0,,4.0,  30s  3rdKING SIZE 4BR/2 BATHDOORMANGYM,/mnh/abo/5354723605.html,mnh
2015-12-28 09:50:00,6490.0,1500.0,4.0,TRIPLEX PH 4 BDS/3 BATHS  ON 5TH AVE AND 50S FREE MONTH,/mnh/abo/5361169547.html,mnh
2015-12-28 09:49:00,12250.0,,3.0,205 E. 59St  Pvt Balcony Fplc Soaring 20 Ceils Top Tier F/S Condo,/mnh/nfb/5377430602.html,mnh
2015-12-28 09:48:00,2000.0,,2.0, 6 TRAIN 100 GIFT CARD  H/H INCLUDED,/mnh/abo/5377394255.html,mnh
2015-12-28 09:47:00,2795.0,,1.0, GUT RENOVATED BIG 1 BDRM  WEST VILLAGE/SOHO BORDER,/mnh/nfb/5377427738.html,mnh
2015-12-28 09:46:00,2040.0,,2.0,2x2 VERY LIMITED AVAILABILITY  UNBELIEVABLE WRAPPING AROUND BALCONIES,/mnh/abo/5377338235.html,mnh
2015-12-28 09:46:00,3000.0,,2.0,ADORE THE FARMERS MARKET WALK THEREHidden Park Apartments,/mnh/abo/5374340603.html,mnh
2015-12-28 09:46:00,3170.0,,2.0,Murray Hill Neighborhood  Two bedroom Available Now,/mnh/abo/5377354110.html,mnh
2015-12-28 09:42:00,2545.0,,1.0,In Fremont Apartments Youll Feel Right At Home One Bedrooms and One Baths,/mnh/abo/5374338743.html,mnh
2015-12-28 09:41:00,5295.0,1250.0,3.0,Prime NolitaGorgeous 3BR/2BA DUPLEXElevLndryQuietP/T DRMN,/mnh/abo/5339514777.html,mnh
2015-12-28 09:41:00,5295.0,1250.0,3.0,Prime NolitaGorgeous 3BR/2BA DUPLEXElevLndryQuietP/T DRMN,/mnh/abo/5341637717.html,mnh
2015-12-28 09:41:00,5000.0,1100.0,2.0,NO FEE for a limited timeKnock Out 2BR/2BAFULL LUXURYAll Amenities,/mnh/abo/5339514182.html,mnh
2015-12-28 09:41:00,2950.0,,1.0,Oversized 1Bed in Renovated Brownstone,/mnh/abo/5369401025.html,mnh
2015-12-28 09:41:00,6910.0,1013.0,2.0,2/2 W/D Fitness Center Indoor Pool Whole Foods,/mnh/abo/5377405952.html,mnh
2015-12-28 09:39:00,2510.0,,2.0,200.00 Move In Special Tremendous 2 bed,/mnh/abo/5377313778.html,mnh
2015-12-28 09:38:00,2800.0,,2.0,2BR/2BA APT  WITH WALKIN CABINETS  BLACK GE APPLIANCES   MORE,/mnh/abo/5374336941.html,mnh
2015-12-28 09:37:00,2600.0,,2.0,2 bedroom Available  No broker fees,/mnh/abo/5338176297.html,mnh
2015-12-28 09:37:00,2700.0,,2.0,2 bedroom December 1  No broker fees,/mnh/abo/5352329660.html,mnh
2015-12-28 09:36:00,3025.0,775.0,1.0,West End Ave 1 bedroom,/mnh/abo/5377342415.html,mnh
2015-12-28 09:35:00,3015.0,,2.0,This really is the perfect 2 bed apt for you on Special 3015,/mnh/abo/5377344089.html,mnh
2015-12-28 09:34:00,2830.0,,1.0, THE PERFECT SPOT TO CALL HOME One BDRM One BATHROOM APT UNITS AVAILABLE ,/mnh/abo/5374335273.html,mnh
2015-12-28 09:32:00,2560.0,,1.0,200.00 Move In Special Enormous One bdrm,/mnh/abo/5377335383.html,mnh
2015-12-28 09:32:00,3800.0,,1.0,NO FEE FULLY FURNISHED CONDO in PRIME LOCATION SHORT TERM AVAIL,/mnh/abo/5372190810.html,mnh
2015-12-28 09:32:00,1825.0,,1.0,ADORE THE FARMERS MARKET WALK THERETen Oaks Apartments,/mnh/abo/5377341260.html,mnh
2015-12-28 09:32:00,12250.0,,3.0, RARE Opportunity  3 BED 3 BATH  E 59th  NO BROKER FEE ,/mnh/nfb/5377408406.html,mnh
2015-12-28 09:31:00,2375.0,,1.0,1BA  1BD  850SQFT  CLOSE TO TOWN  PET FRIENDLY ,/mnh/abo/5377327549.html,mnh
2015-12-28 09:31:00,3015.0,,2.0,BIG 2 BEDROOM 2 BATHROOM POOL GARAGE. GREAT PRICE,/mnh/abo/5377318010.html,mnh
2015-12-28 09:30:00,3999.0,949.0,3.0,New To Market Flex 3 Bed Doorman Elevator Laundry Rooftop Gym BLDG,/mnh/fee/5377405649.html,mnh
2015-12-28 09:30:00,2500.0,,3.0,NO FEE UNDERPRICED PRIME LOCATION SS APPS STEPS TO 1 TRAIN COLUMBIA,/mnh/nfb/5377405475.html,mnh
2015-12-28 09:29:00,6000.0,1060.0,2.0,no fee luxury doorman building gym toof deck,/mnh/abo/5377380184.html,mnh
2015-12-28 09:28:00,1720.0,,1.0,Available now One/One Pet Friendly residence in The Crest Apartments,/mnh/abo/5377311738.html,mnh
2015-12-28 09:28:00,2350.0,850.0,2.0,new on Market large 2 br,/mnh/abo/5377396107.html,mnh
2015-12-28 09:27:00,3495.0,750.0,1.0,One Bed in BEST location Luxury APT for RENT  ,/mnh/abo/5377379290.html,mnh
2015-12-28 09:27:00,3555.0,,2.0,Sensational Corner Place  Two Bed Two Bath  Garage Parking ,/mnh/abo/5374331930.html,mnh
